"year","MHW","baseline_region","site","latitude","longitude","affiliated_mpa","mpa_class","mpa_designation","zone","transect","red_algae_branching_flat_blade","phaeophyceae","bryozoa","corynactis_californica","coralline_algae_crustose","desmarestia","hydroid","macrocystis_pyrifera","porifera","coralline_algae_erect_articulated","phyllospadix","tunicate_solitary","phragmatopoma_californica","thylacodes_squamigerus_petaloconchus_montereyensis","chlorophyta","tubeworm","clam","cirripedia","diopatra_chaetopterus_spp","cucumaria","tunicate_colonial_compund_social","dodecaceria_fewkesi","egregia_menziesii","dictyoneurum_californicum_reticulatum","dictyotales","diatom_layer","red_algae_leaf_like","stephanocystis_osmundacea","cup_coral","salmacina_tribranchiata","red_algae_encrusting","pachythyone_rubra","red_algae_lacy_branching","red_filamentous_turf","red_algae_cylindrical_branches","tubeworm_mat","stylaster_californicus","scallop","thylacodes_squamigerus","petaloconchus_montereyensis","red_fleshy_algae","octocoral","gorgonian_adult","mytilus_spp","sargassum_muticum","sargassum_horneri","heteropora_pacifica","phoronis_ijimai","tube_building_amphipods","tubeworm_colonial","dodecaceria_fewkesi_concharum","nereocystis_luetkeana","watersipora_subtorquata","gersemia_rubiformis","caprellidae","sargassum_palmeri"
2010,"before","CENTRAL","BLUEFISH_UC",36.522225,-121.943542,"Point Lobos SMR","SMR","SMR","MID","1",20.7,0,0,0,17.2,17.2,0,0,0,24.1,0,0,0,0,0,0,0,0,3.4,0,0,3.4,0,0,0,0,3.4,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","BLUEFISH_UC",36.522225,-121.943542,"Point Lobos SMR","SMR","SMR","MID","2",21.4,0,0,0,14.3,21.4,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","BLUEFISH_UC",36.522225,-121.943542,"Point Lobos SMR","SMR","SMR","OUTER","1",28,0,0,0,32,4,4,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","BLUEFISH_UC",36.522225,-121.943542,"Point Lobos SMR","SMR","SMR","OUTER","2",8.7,0,0,0,21.7,4.3,0,0,0,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","BUTTERFLY_DC",36.537439,-121.93567,"Carmel Bay SMCA","SMCA","SMCA","INNER","1",33.3,0,0,0,0,0,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,0,0,7.4,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","BUTTERFLY_DC",36.537439,-121.93567,"Carmel Bay SMCA","SMCA","SMCA","INNER","2",30.8,0,0,0,3.8,11.5,0,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","BUTTERFLY_DC",36.537439,-121.93567,"Carmel Bay SMCA","SMCA","SMCA","MID","1",37.9,0,10.3,6.9,13.8,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,6.9,3.4,0,0,0,0,6.9,0,0,0,0,0,3.4,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","BUTTERFLY_DC",36.537439,-121.93567,"Carmel Bay SMCA","SMCA","SMCA","MID","2",33.3,0,14.8,3.7,22.2,0,0,3.7,0,0,0,0,0,0,0,0,0,11.1,0,0,0,7.4,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","BUTTERFLY_DC",36.537439,-121.93567,"Carmel Bay SMCA","SMCA","SMCA","OUTER","1",23.3,0,0,0,30,0,3.3,3.3,3.3,6.7,0,0,0,0,0,0,0,0,3.3,0,0,3.3,0,0,0,0,0,0,0,0,6.7,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","BUTTERFLY_DC",36.537439,-121.93567,"Carmel Bay SMCA","SMCA","SMCA","OUTER","2",20,0,10,0,33.3,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3.3,0,10,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","BUTTERFLY_UC",36.539655,-121.936297,"Carmel Bay SMCA","SMCA","SMCA","INNER","1",10.3,0,0,0,34.5,0,0,0,0,31,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","BUTTERFLY_UC",36.539655,-121.936297,"Carmel Bay SMCA","SMCA","SMCA","INNER","2",22.2,0,3.7,0,22.2,0,0,0,3.7,40.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","BUTTERFLY_UC",36.539655,-121.936297,"Carmel Bay SMCA","SMCA","SMCA","MID","1",23.3,0,3.3,0,46.7,0,0,6.7,3.3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3.3,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","BUTTERFLY_UC",36.539655,-121.936297,"Carmel Bay SMCA","SMCA","SMCA","MID","2",29.6,0,3.7,0,29.6,0,0,3.7,0,0,0,0,0,0,0,0,0,0,22.2,0,0,0,0,0,0,3.7,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","BUTTERFLY_UC",36.539655,-121.936297,"Carmel Bay SMCA","SMCA","SMCA","OUTER","1",3.3,0,6.7,0,70,0,0,0,0,3.3,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,3.3,0,3.3,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","BUTTERFLY_UC",36.539655,-121.936297,"Carmel Bay SMCA","SMCA","SMCA","OUTER","2",10.7,0,3.6,0,46.4,0,0,3.6,3.6,14.3,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,3.6,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","HOPKINS_DC",36.623586,-121.904196,"Lovers Point - Julia Platt SMR","SMR","SMR","INNER","1",0,0,0,0,0,0,0,0,4.2,0,0,4.2,0,0,0,0,0,4.2,4.2,0,8.3,0,0,0,0,0,62.5,0,0,0,4.2,0,4.2,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","HOPKINS_DC",36.623586,-121.904196,"Lovers Point - Julia Platt SMR","SMR","SMR","INNER","2",52.2,0,0,0,0,0,0,0,8.7,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,4.3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","HOPKINS_DC",36.623586,-121.904196,"Lovers Point - Julia Platt SMR","SMR","SMR","MID","1",65.2,0,0,0,4.3,0,0,4.3,0,0,0,0,4.3,0,0,0,0,4.3,0,0,4.3,0,0,0,0,0,4.3,0,0,0,0,0,4.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","HOPKINS_DC",36.623586,-121.904196,"Lovers Point - Julia Platt SMR","SMR","SMR","MID","2",40.7,0,3.7,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,18.5,0,0,0,7.4,0,3.7,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","HOPKINS_DC",36.623586,-121.904196,"Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","1",73.1,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,11.5,0,0,0,0,0,3.8,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","HOPKINS_DC",36.623586,-121.904196,"Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","2",33.3,0,0,8.3,8.3,0,0,0,0,0,0,0,0,0,0,0,0,41.7,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","HOPKINS_UC",36.621649,-121.900789,"Lovers Point - Julia Platt SMR","SMR","SMR","INNER","1",25.9,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,63,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","HOPKINS_UC",36.621649,-121.900789,"Lovers Point - Julia Platt SMR","SMR","SMR","INNER","2",34.6,0,0,0,3.8,0,0,11.5,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,23.1,19.2,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","HOPKINS_UC",36.621649,-121.900789,"Lovers Point - Julia Platt SMR","SMR","SMR","MID","1",14.8,0,3.7,0,7.4,0,0,3.7,0,0,0,0,0,0,0,0,0,3.7,14.8,0,0,0,0,25.9,0,0,3.7,11.1,7.4,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","HOPKINS_UC",36.621649,-121.900789,"Lovers Point - Julia Platt SMR","SMR","SMR","MID","2",13.8,0,0,0,10.3,0,0,0,3.4,13.8,0,0,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0,24.1,13.8,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","HOPKINS_UC",36.621649,-121.900789,"Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","1",29.2,0,0,0,12.5,0,0,4.2,4.2,0,0,0,0,0,0,0,0,8.3,4.2,0,0,0,0,12.5,0,0,12.5,0,0,0,4.2,0,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","HOPKINS_UC",36.621649,-121.900789,"Lovers Point - Julia Platt SMR","SMR","SMR","OUTER","2",37.5,0,4.2,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,8.3,8.3,0,0,0,0,12.5,0,0,12.5,4.2,0,0,0,0,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","LONE_TREE",36.566418,-121.970688,"Carmel Bay SMCA","SMCA","ref","INNER","1",14.3,0,0,0,7.1,3.6,0,0,0,60.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","LONE_TREE",36.566418,-121.970688,"Carmel Bay SMCA","SMCA","ref","INNER","2",4,0,0,0,16,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","LONE_TREE",36.566418,-121.970688,"Carmel Bay SMCA","SMCA","ref","MID","1",0,0,0,0,10.7,10.7,0,0,0,78.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","LONE_TREE",36.566418,-121.970688,"Carmel Bay SMCA","SMCA","ref","MID","2",0,0,0,0,25,4.2,0,4.2,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","LONE_TREE",36.566418,-121.970688,"Carmel Bay SMCA","SMCA","ref","OUTER","1",0,0,0,0,52,0,0,0,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","LONE_TREE",36.566418,-121.970688,"Carmel Bay SMCA","SMCA","ref","OUTER","2",0,0,0,0,48,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MACABEE_DC",36.618184,-121.896835,"Lovers Point - Julia Platt SMR","SMR","ref","INNER","1",29.2,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MACABEE_DC",36.618184,-121.896835,"Lovers Point - Julia Platt SMR","SMR","ref","INNER","2",26.1,0,0,0,4.3,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,43.5,0,0,0,0,0,8.7,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MACABEE_DC",36.618184,-121.896835,"Lovers Point - Julia Platt SMR","SMR","ref","MID","1",32,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,4,8,0,4,0,0,12,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MACABEE_DC",36.618184,-121.896835,"Lovers Point - Julia Platt SMR","SMR","ref","MID","2",41.4,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,0,0,0,0,0,0,0,20.7,3.4,10.3,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MACABEE_DC",36.618184,-121.896835,"Lovers Point - Julia Platt SMR","SMR","ref","OUTER","1",13,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,30.4,0,0,4.3,0,0,34.8,0,0,0,0,4.3,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MACABEE_DC",36.618184,-121.896835,"Lovers Point - Julia Platt SMR","SMR","ref","OUTER","2",20,0,0,0,0,0,0,13.3,6.7,0,0,0,0,0,0,0,0,26.7,0,0,0,0,0,20,0,0,0,0,6.7,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MACABEE_UC",36.617148,-121.895695,"Lovers Point - Julia Platt SMR","SMR","ref","INNER","1",57.1,0,0,0,0,0,0,21.4,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MACABEE_UC",36.617148,-121.895695,"Lovers Point - Julia Platt SMR","SMR","ref","INNER","2",47.4,0,0,0,5.3,0,0,10.5,0,0,0,0,0,0,0,0,0,5.3,0,0,5.3,0,0,0,0,0,10.5,5.3,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MACABEE_UC",36.617148,-121.895695,"Lovers Point - Julia Platt SMR","SMR","ref","MID","1",60,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,16,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MACABEE_UC",36.617148,-121.895695,"Lovers Point - Julia Platt SMR","SMR","ref","MID","2",25,0,4.2,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,4.2,0,0,8.3,0,4.2,12.5,4.2,0,0,4.2,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MACABEE_UC",36.617148,-121.895695,"Lovers Point - Julia Platt SMR","SMR","ref","OUTER","1",8.3,0,8.3,0,8.3,0,0,0,0,4.2,0,0,0,0,0,0,0,37.5,0,0,4.2,0,0,20.8,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MACABEE_UC",36.617148,-121.895695,"Lovers Point - Julia Platt SMR","SMR","ref","OUTER","2",11.5,0,11.5,0,3.8,3.8,0,0,3.8,0,0,0,0,0,0,0,0,34.6,0,0,3.8,0,0,11.5,0,0,0,0,3.8,0,3.8,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MONASTERY_DC",36.525415,-121.933322,"Point Lobos SMR","SMR","SMR","INNER","1",16.7,0,0,0,0,0,0,8.3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MONASTERY_DC",36.525415,-121.933322,"Point Lobos SMR","SMR","SMR","INNER","2",12,0,0,0,4,12,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MONASTERY_DC",36.525415,-121.933322,"Point Lobos SMR","SMR","SMR","MID","1",10.7,0,0,0,21.4,0,0,7.1,3.6,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MONASTERY_DC",36.525415,-121.933322,"Point Lobos SMR","SMR","SMR","MID","2",13.3,0,0,0,23.3,0,0,3.3,0,36.7,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,6.7,0,6.7,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MONASTERY_DC",36.525415,-121.933322,"Point Lobos SMR","SMR","SMR","OUTER","1",27.6,0,0,0,27.6,0,0,0,3.4,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MONASTERY_DC",36.525415,-121.933322,"Point Lobos SMR","SMR","SMR","OUTER","2",30,0,3.3,0,26.7,0,0,0,3.3,3.3,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,3.3,0,16.7,0,3.3,0,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MONASTERY_UC",36.525267,-121.930507,"Point Lobos SMR","SMR","SMR","INNER","1",14.3,0,0,0,7.1,0,0,0,0,39.3,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,3.6,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MONASTERY_UC",36.525267,-121.930507,"Point Lobos SMR","SMR","SMR","INNER","2",27.6,0,0,0,17.2,0,0,0,3.4,31,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,13.8,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MONASTERY_UC",36.525267,-121.930507,"Point Lobos SMR","SMR","SMR","MID","1",65.2,0,0,0,4.3,0,0,4.3,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,13,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MONASTERY_UC",36.525267,-121.930507,"Point Lobos SMR","SMR","SMR","MID","2",59.1,0,4.5,0,18.2,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MONASTERY_UC",36.525267,-121.930507,"Point Lobos SMR","SMR","SMR","OUTER","1",16,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","MONASTERY_UC",36.525267,-121.930507,"Point Lobos SMR","SMR","SMR","OUTER","2",51.9,0,0,0,11.1,0,0,0,0,3.7,0,0,0,0,0,0,0,3.7,3.7,0,3.7,0,0,0,0,0,0,0,0,0,7.4,0,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","PESCADERO_DC",36.559412,-121.955191,"Carmel Bay SMCA","SMCA","ref","INNER","1",17.9,0,0,7.1,3.6,3.6,10.7,0,0,17.9,0,0,0,0,0,0,0,0,0,0,7.1,17.9,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","PESCADERO_DC",36.559412,-121.955191,"Carmel Bay SMCA","SMCA","ref","INNER","2",8,0,0,4,0,24,4,0,8,20,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","PESCADERO_DC",36.559412,-121.955191,"Carmel Bay SMCA","SMCA","ref","MID","1",20.7,0,6.9,3.4,24.1,3.4,0,0,10.3,3.4,0,3.4,0,0,0,0,0,0,0,0,17.2,0,0,0,0,0,3.4,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","PESCADERO_DC",36.559412,-121.955191,"Carmel Bay SMCA","SMCA","ref","MID","2",17.9,0,0,0,17.9,7.1,3.6,0,3.6,7.1,0,0,0,0,0,0,0,0,0,0,10.7,10.7,0,0,0,0,17.9,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","PESCADERO_DC",36.559412,-121.955191,"Carmel Bay SMCA","SMCA","ref","OUTER","1",40.7,0,0,7.4,14.8,3.7,0,0,11.1,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,3.7,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","PESCADERO_DC",36.559412,-121.955191,"Carmel Bay SMCA","SMCA","ref","OUTER","2",25.9,0,0,0,25.9,3.7,0,0,7.4,14.8,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,11.1,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","PESCADERO_UC",36.561121,-121.959761,"Carmel Bay SMCA","SMCA","ref","INNER","1",10,0,6.7,0,16.7,0,0,3.3,10,30,0,0,6.7,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","PESCADERO_UC",36.561121,-121.959761,"Carmel Bay SMCA","SMCA","ref","INNER","2",7.4,0,3.7,0,22.2,0,3.7,3.7,18.5,14.8,0,0,11.1,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","PESCADERO_UC",36.561121,-121.959761,"Carmel Bay SMCA","SMCA","ref","MID","1",10.3,0,6.9,0,31,3.4,0,0,17.2,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,6.9,0,6.9,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","PESCADERO_UC",36.561121,-121.959761,"Carmel Bay SMCA","SMCA","ref","MID","2",3.8,0,3.8,0,38.5,0,0,3.8,0,0,0,0,11.5,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,11.5,0,7.7,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","PESCADERO_UC",36.561121,-121.959761,"Carmel Bay SMCA","SMCA","ref","OUTER","1",0,0,4,0,52,0,0,12,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","PESCADERO_UC",36.561121,-121.959761,"Carmel Bay SMCA","SMCA","ref","OUTER","2",0,0,0,0,48.3,0,0,0,10.3,6.9,0,0,0,0,0,0,0,0,3.4,0,3.4,0,0,0,0,0,0,0,6.9,0,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"before","CENTRAL","STILLWATER_DC",36.559729,-121.944014,"Carmel Bay SMCA","SMCA","SMCA","INNER","1",3.6,0,0,0,3.6,21.4,0,7.1,0,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,7.1,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
